State,State2,SubmissionDate,NewCasesAdj,SevenDayAvgAdj
GA,Georgia,2021-03-14,819,1471.29
GA,Georgia,2021-03-15,977,1404.57
GA,Georgia,2021-03-16,1743,1402
GA,Georgia,2021-03-17,2044,1445.43
GA,Georgia,2021-03-18,2267,1524.43
GA,Georgia,2021-03-19,1600,1529.14
GA,Georgia,2021-03-20,1717,1595.29
GA,Georgia,2021-03-21,1504,1693.14
GA,Georgia,2021-03-22,744,1659.86
GA,Georgia,2021-03-23,1791,1666.71
GA,Georgia,2021-03-24,1224,1549.57
GA,Georgia,2021-03-25,1964,1506.29
GA,Georgia,2021-03-26,1659,1514.71
GA,Georgia,2021-03-27,1410,1470.86
GA,Georgia,2021-03-28,826,1374
GA,Georgia,2021-03-29,1165,1434.14
GA,Georgia,2021-03-30,1320,1366.86
GA,Georgia,2021-03-31,1807,1450.14
GA,Georgia,2021-04-01,1425,1373.14
GA,Georgia,2021-04-02,1582,1362.14
GA,Georgia,2021-04-03,1125,1321.43
GA,Georgia,2021-04-04,874,1328.29
GA,Georgia,2021-04-05,643,1253.71
GA,Georgia,2021-04-06,1474,1275.71
GA,Georgia,2021-04-07,1528,1235.86
GA,Georgia,2021-04-08,1490,1245.14
GA,Georgia,2021-04-09,1441,1225
GA,Georgia,2021-04-10,1570,1288.57
GA,Georgia,2021-04-11,1092,1319.71
GA,Georgia,2021-04-12,939,1362
GA,Georgia,2021-04-13,1913,1424.71
GA,Georgia,2021-04-14,1735,1454.29
GA,Georgia,2021-04-15,1600,1470
GA,Georgia,2021-04-16,1650,1499.86
GA,Georgia,2021-04-17,1671,1514.29
GA,Georgia,2021-04-18,972,1497.14
GA,Georgia,2021-04-19,889,1490
GA,Georgia,2021-04-20,1312,1404.14
GA,Georgia,2021-04-21,1318,1344.57
GA,Georgia,2021-04-22,1706,1359.71
GA,Georgia,2021-04-23,1842,1387.14
GA,Georgia,2021-04-24,1513,1364.57
GA,Georgia,2021-04-25,916,1356.57
GA,Georgia,2021-04-26,812,1345.57
GA,Georgia,2021-04-27,1299,1343.71
GA,Georgia,2021-04-28,1400,1355.43
GA,Georgia,2021-04-29,1444,1318
GA,Georgia,2021-04-30,1464,1264
GA,Georgia,2021-05-01,1300,1233.57
GA,Georgia,2021-05-02,1302,1288.71
GA,Georgia,2021-05-03,870,1297
GA,Georgia,2021-05-04,1178,1279.71
GA,Georgia,2021-05-05,1018,1225.14
GA,Georgia,2021-05-06,1213,1192.14
GA,Georgia,2021-05-07,1249,1161.43
GA,Georgia,2021-05-08,1013,1120.43
GA,Georgia,2021-05-09,628,1024.14
GA,Georgia,2021-05-10,460,965.57
GA,Georgia,2021-05-11,958,934.14
GA,Georgia,2021-05-12,921,920.29
GA,Georgia,2021-05-13,1114,906.14
GA,Georgia,2021-05-14,918,858.86
GA,Georgia,2021-05-15,743,820.29
GA,Georgia,2021-05-16,529,806.14
GA,Georgia,2021-05-17,407,798.57
GA,Georgia,2021-05-18,767,771.29
GA,Georgia,2021-05-19,700,739.71
GA,Georgia,2021-05-20,833,699.57
GA,Georgia,2021-05-21,704,669
GA,Georgia,2021-05-22,602,648.86
GA,Georgia,2021-05-23,365,625.43
GA,Georgia,2021-05-24,293,609.14
GA,Georgia,2021-05-25,651,592.57
GA,Georgia,2021-05-26,549,571
GA,Georgia,2021-05-27,694,551.14
GA,Georgia,2021-05-28,545,528.43
GA,Georgia,2021-05-29,632,532.71
GA,Georgia,2021-05-30,261,517.86
GA,Georgia,2021-05-31,237,509.86
GA,Georgia,2021-06-01,239,451
GA,Georgia,2021-06-02,491,442.71
GA,Georgia,2021-06-03,446,407.29
GA,Georgia,2021-06-04,495,400.14
GA,Georgia,2021-06-05,342,358.71
GA,Georgia,2021-06-06,280,361.43
GA,Georgia,2021-06-07,263,365.14
GA,Georgia,2021-06-08,392,387
GA,Georgia,2021-06-09,411,375.57
GA,Georgia,2021-06-10,458,377.29
GA,Georgia,2021-06-11,434,368.57
GA,Georgia,2021-06-12,375,373.29
GA,Georgia,2021-06-13,223,365.14
GA,Georgia,2021-06-14,180,353.29
GA,Georgia,2021-06-15,307,341.14
GA,Georgia,2021-06-16,498,353.57
GA,Georgia,2021-06-17,408,346.43
GA,Georgia,2021-06-18,321,330.29
GA,Georgia,2021-06-19,321,322.57
GA,Georgia,2021-06-20,323,336.86
GA,Georgia,2021-06-21,184,337.43
GA,Georgia,2021-06-22,351,343.71
GA,Georgia,2021-06-23,389,328.14
GA,Georgia,2021-06-24,357,320.86
GA,Georgia,2021-06-25,332,322.43
GA,Georgia,2021-06-26,402,334
GA,Georgia,2021-06-27,228,320.43
GA,Georgia,2021-06-28,190,321.29
GA,Georgia,2021-06-29,502,342.86
GA,Georgia,2021-06-30,590,371.57
GA,Georgia,2021-07-01,520,394.86
GA,Georgia,2021-07-02,433,409.29
GA,Georgia,2021-07-03,341,400.57
GA,Georgia,2021-07-04,341,416.71
GA,Georgia,2021-07-05,341,438.29
GA,Georgia,2021-07-06,344,415.71
GA,Georgia,2021-07-07,667,426.71
GA,Georgia,2021-07-08,932,485.57
GA,Georgia,2021-07-09,904,552.86
GA,Georgia,2021-07-10,587,588
GA,Georgia,2021-07-11,587,623.14
GA,Georgia,2021-07-12,589,658.57
GA,Georgia,2021-07-13,1109,767.86
GA,Georgia,2021-07-14,1260,852.57
GA,Georgia,2021-07-15,1362,914
GA,Georgia,2021-07-16,1086,940
GA,Georgia,2021-07-17,1096,1012.71
GA,Georgia,2021-07-18,1096,1085.43
GA,Georgia,2021-07-19,1098,1158.14
GA,Georgia,2021-07-20,1569,1223.86
GA,Georgia,2021-07-21,2229,1362.29
GA,Georgia,2021-07-22,2144,1474
GA,Georgia,2021-07-23,2497,1675.57
GA,Georgia,2021-07-24,2037,1810
GA,Georgia,2021-07-25,2037,1944.43
GA,Georgia,2021-07-26,2039,2078.86
GA,Georgia,2021-07-27,3587,2367.14
GA,Georgia,2021-07-28,3828,2595.57
GA,Georgia,2021-07-29,4612,2948.14
GA,Georgia,2021-07-30,3604,3106.29
GA,Georgia,2021-07-31,3829,3362.29
GA,Georgia,2021-08-01,3829,3618.29
GA,Georgia,2021-08-02,3829,3874
GA,Georgia,2021-08-03,3832,3909
GA,Georgia,2021-08-04,4860,4056.43
GA,Georgia,2021-08-05,5806,4227
GA,Georgia,2021-08-06,6005,4570
GA,Georgia,2021-08-07,4346,4643.86
GA,Georgia,2021-08-08,4346,4717.71
GA,Georgia,2021-08-09,4349,4792
GA,Georgia,2021-08-10,6945,5236.71
GA,Georgia,2021-08-11,6958,5536.43
GA,Georgia,2021-08-12,7016,5709.29
GA,Georgia,2021-08-13,7216,5882.29
GA,Georgia,2021-08-14,6466,6185.14
GA,Georgia,2021-08-15,6466,6488
GA,Georgia,2021-08-16,6467,6790.57
GA,Georgia,2021-08-17,7639,6889.71
GA,Georgia,2021-08-18,8014,7040.57
GA,Georgia,2021-08-19,9836,7443.43
GA,Georgia,2021-08-20,9581,7781.29
GA,Georgia,2021-08-21,7024,7861
GA,Georgia,2021-08-22,7024,7940.71
GA,Georgia,2021-08-23,7024,8020.29
GA,Georgia,2021-08-24,9186,8241.29
GA,Georgia,2021-08-25,10677,8621.71
GA,Georgia,2021-08-26,10823,8762.71
GA,Georgia,2021-08-27,11084,8977.43
GA,Georgia,2021-08-28,7711,9075.57
GA,Georgia,2021-08-29,7711,9173.71
GA,Georgia,2021-08-30,7713,9272.14
GA,Georgia,2021-08-31,10521,9462.86
GA,Georgia,2021-09-01,9702,9323.57
GA,Georgia,2021-09-02,8412,8979.14
GA,Georgia,2021-09-03,12018,9112.57
GA,Georgia,2021-09-04,6475,8936
GA,Georgia,2021-09-05,6475,8759.43
GA,Georgia,2021-09-06,6475,8582.57
GA,Georgia,2021-09-07,6479,8005.14
GA,Georgia,2021-09-08,8792,7875.14
GA,Georgia,2021-09-09,7586,7757.14
GA,Georgia,2021-09-10,8278,7222.86
GA,Georgia,2021-09-11,5300,7055
GA,Georgia,2021-09-12,5300,6887.14
GA,Georgia,2021-09-13,5302,6719.57
GA,Georgia,2021-09-14,7327,6840.71
GA,Georgia,2021-09-15,6167,6465.71
GA,Georgia,2021-09-16,5852,6218
GA,Georgia,2021-09-17,5592,5834.29
GA,Georgia,2021-09-18,3784,5617.71
GA,Georgia,2021-09-19,3784,5401.14
GA,Georgia,2021-09-20,3785,5184.43
GA,Georgia,2021-09-21,7493,5208.14
GA,Georgia,2021-09-22,4723,5001.86
GA,Georgia,2021-09-23,4553,4816.29
GA,Georgia,2021-09-24,4300,4631.71
GA,Georgia,2021-09-25,2667,4472.14
GA,Georgia,2021-09-26,2667,4312.57
GA,Georgia,2021-09-27,2670,4153.29
GA,Georgia,2021-09-28,3865,3635
GA,Georgia,2021-09-29,4435,3593.86
GA,Georgia,2021-09-30,4876,3640
GA,Georgia,2021-10-01,3347,3503.86
GA,Georgia,2021-10-02,2597,3493.86
GA,Georgia,2021-10-03,2597,3483.86
GA,Georgia,2021-10-04,2600,3473.86
GA,Georgia,2021-10-05,2876,3332.57
GA,Georgia,2021-10-06,907,2828.57
GA,Georgia,2021-10-07,5753,2953.86
GA,Georgia,2021-10-08,3274,2943.43
GA,Georgia,2021-10-09,1752,2822.71
GA,Georgia,2021-10-10,1752,2702
GA,Georgia,2021-10-11,1752,2580.86
GA,Georgia,2021-10-12,1758,2421.14
GA,Georgia,2021-10-13,2011,2578.86
GA,Georgia,2021-10-14,2102,2057.29
GA,Georgia,2021-10-15,1905,1861.71
GA,Georgia,2021-10-16,1105,1769.29
GA,Georgia,2021-10-17,1105,1676.86
GA,Georgia,2021-10-18,1106,1584.57
GA,Georgia,2021-10-19,1679,1573.29
GA,Georgia,2021-10-20,1682,1526.29
GA,Georgia,2021-10-21,1487,1438.43
GA,Georgia,2021-10-22,1536,1385.71
GA,Georgia,2021-10-23,0,1227.86
GA,Georgia,2021-10-24,0,1070
GA,Georgia,2021-10-25,2767,1307.29
GA,Georgia,2021-10-26,1171,1234.71
GA,Georgia,2021-10-27,2011,1281.71
GA,Georgia,2021-10-28,1522,1286.71
GA,Georgia,2021-10-29,1223,1242
GA,Georgia,2021-10-30,0,1242
GA,Georgia,2021-10-31,0,1242
GA,Georgia,2021-11-01,2232,1165.57
GA,Georgia,2021-11-02,1073,1151.57
GA,Georgia,2021-11-03,1208,1036.86
GA,Georgia,2021-11-04,1290,1003.71
GA,Georgia,2021-11-05,1140,991.86
GA,Georgia,2021-11-06,0,991.86
GA,Georgia,2021-11-07,0,991.86
GA,Georgia,2021-11-08,0,673
GA,Georgia,2021-11-09,2909,935.29
GA,Georgia,2021-11-10,1052,913
GA,Georgia,2021-11-11,0,728.71
GA,Georgia,2021-11-12,2268,889.86
GA,Georgia,2021-11-13,0,889.86
GA,Georgia,2021-11-14,0,889.86
GA,Georgia,2021-11-15,2255,1212
GA,Georgia,2021-11-16,1236,973
GA,Georgia,2021-11-17,1196,993.57
GA,Georgia,2021-11-18,1285,1177.14
GA,Georgia,2021-11-19,1412,1054.86
GA,Georgia,2021-11-20,0,1054.86
GA,Georgia,2021-11-21,0,1054.86
GA,Georgia,2021-11-22,2343,1067.43
GA,Georgia,2021-11-23,1371,1086.71
GA,Georgia,2021-11-24,1128,1077
GA,Georgia,2021-11-25,700,993.43
GA,Georgia,2021-11-26,700,891.71
GA,Georgia,2021-11-27,700,991.71
GA,Georgia,2021-11-28,700,1091.71
GA,Georgia,2021-11-29,704,857.57
GA,Georgia,2021-11-30,1461,870.43
GA,Georgia,2021-12-01,1654,945.57
GA,Georgia,2021-12-02,1520,1062.71
GA,Georgia,2021-12-03,1245,1140.57
GA,Georgia,2021-12-04,0,1040.57
GA,Georgia,2021-12-05,0,940.57
GA,Georgia,2021-12-06,2912,1256
GA,Georgia,2021-12-07,1295,1232.29
GA,Georgia,2021-12-08,2371,1334.71
GA,Georgia,2021-12-09,1334,1308.14
GA,Georgia,2021-12-10,1959,1410.14
GA,Georgia,2021-12-11,0,1410.14
GA,Georgia,2021-12-12,0,1410.14
GA,Georgia,2021-12-13,3160,1445.57
GA,Georgia,2021-12-14,1770,1513.43
GA,Georgia,2021-12-15,2656,1554.14
GA,Georgia,2021-12-16,2474,1717
GA,Georgia,2021-12-17,2868,1846.86
GA,Georgia,2021-12-18,0,1846.86
GA,Georgia,2021-12-19,0,1846.86
GA,Georgia,2021-12-20,9089,2693.86
GA,Georgia,2021-12-21,5720,3258.14
GA,Georgia,2021-12-22,7610,3965.86
GA,Georgia,2021-12-23,10012,5042.71
GA,Georgia,2021-12-24,9495,5989.43
GA,Georgia,2021-12-25,0,5989.43
GA,Georgia,2021-12-26,0,5989.43
GA,Georgia,2021-12-27,26279,8445.14
GA,Georgia,2021-12-28,13018,9487.71
GA,Georgia,2021-12-29,19124,11132.57
GA,Georgia,2021-12-30,24420,13190.86
GA,Georgia,2021-12-31,23438,15182.71
GA,Georgia,2022-01-01,0,15182.71
GA,Georgia,2022-01-02,0,15182.71
GA,Georgia,2022-01-03,47436,18205.14
GA,Georgia,2022-01-04,17603,18860.14
GA,Georgia,2022-01-05,24024,19560.14
GA,Georgia,2022-01-06,23813,19473.43
GA,Georgia,2022-01-07,26033,19844.14
GA,Georgia,2022-01-08,0,19844.14
GA,Georgia,2022-01-09,0,19844.14
GA,Georgia,2022-01-10,46474,19706.71
GA,Georgia,2022-01-11,24865,20744.14
GA,Georgia,2022-01-12,18939,20017.71
GA,Georgia,2022-01-13,24310,20088.71
GA,Georgia,2022-01-14,19943,19218.71
GA,Georgia,2022-01-15,0,19218.71
GA,Georgia,2022-01-16,0,19218.71
GA,Georgia,2022-01-17,35149,17600.86
GA,Georgia,2022-01-18,12071,15773.14
GA,Georgia,2022-01-19,27781,17036.29
GA,Georgia,2022-01-20,22684,16804
GA,Georgia,2022-01-21,18671,16622.29
GA,Georgia,2022-01-22,0,16622.29
GA,Georgia,2022-01-23,0,16622.29
GA,Georgia,2022-01-24,42786,17713.29
GA,Georgia,2022-01-25,16232,18307.71
GA,Georgia,2022-01-26,17332,16815
GA,Georgia,2022-01-27,21708,16675.57
GA,Georgia,2022-01-28,18785,16691.86
GA,Georgia,2022-01-29,0,16691.86
GA,Georgia,2022-01-30,0,16691.86
GA,Georgia,2022-01-31,21534,13655.86
GA,Georgia,2022-02-01,10226,12797.86
GA,Georgia,2022-02-02,8020,11467.57
GA,Georgia,2022-02-03,8029,9513.43
GA,Georgia,2022-02-04,8798,8086.71
GA,Georgia,2022-02-05,0,8086.71
GA,Georgia,2022-02-06,0,8086.71
GA,Georgia,2022-02-07,11804,6696.71
GA,Georgia,2022-02-08,4574,5889.29
GA,Georgia,2022-02-09,5447,5521.71
GA,Georgia,2022-02-10,4889,5073.14
GA,Georgia,2022-02-11,4292,4429.43
GA,Georgia,2022-02-12,0,4429.43
GA,Georgia,2022-02-13,0,4429.43
GA,Georgia,2022-02-14,6412,3659.14
GA,Georgia,2022-02-15,2867,3415.29
GA,Georgia,2022-02-16,3115,3082.14
GA,Georgia,2022-02-17,2414,2728.57
GA,Georgia,2022-02-18,2969,2539.57
GA,Georgia,2022-02-19,0,2539.57
GA,Georgia,2022-02-20,0,2539.57
GA,Georgia,2022-02-21,3665,2147.14
GA,Georgia,2022-02-22,1293,1922.29
GA,Georgia,2022-02-23,2080,1774.43
GA,Georgia,2022-02-24,2157,1737.71
GA,Georgia,2022-02-25,1560,1536.43
GA,Georgia,2022-02-26,0,1536.43
GA,Georgia,2022-02-27,0,1536.43
GA,Georgia,2022-02-28,2393,1354.71
GA,Georgia,2022-03-01,1469,1379.86
GA,Georgia,2022-03-02,1398,1282.43
GA,Georgia,2022-03-03,1166,1140.86
GA,Georgia,2022-03-04,1295,1103
GA,Georgia,2022-03-05,0,1103
GA,Georgia,2022-03-06,0,1103
GA,Georgia,2022-03-07,1756,1012
GA,Georgia,2022-03-08,916,933
GA,Georgia,2022-03-09,1221,907.71
GA,Georgia,2022-03-10,1212,914.29
GA,Georgia,2022-03-11,1027,876
GA,Georgia,2022-03-12,0,876
GA,Georgia,2022-03-13,0,876
GA,Georgia,2022-03-14,1221,799.57
GA,Georgia,2022-03-15,1249,847.14
GA,Georgia,2022-03-16,1382,870.14
GA,Georgia,2022-03-17,1051,847.14
GA,Georgia,2022-03-18,1099,857.43
GA,Georgia,2022-03-19,0,857.43
GA,Georgia,2022-03-20,0,857.43
GA,Georgia,2022-03-21,938,817
GA,Georgia,2022-03-22,454,703.43
GA,Georgia,2022-03-23,475,573.86
GA,Georgia,2022-03-24,728,527.71
GA,Georgia,2022-03-25,623,459.71
GA,Georgia,2022-03-26,0,459.71
GA,Georgia,2022-03-27,0,459.71
GA,Georgia,2022-03-28,1130,487.14
GA,Georgia,2022-03-29,598,507.71
GA,Georgia,2022-03-30,539,516.86
GA,Georgia,2022-03-31,928,545.43
GA,Georgia,2022-04-01,478,524.71
GA,Georgia,2022-04-02,0,524.71
GA,Georgia,2022-04-03,0,524.71
GA,Georgia,2022-04-04,1012,507.86
GA,Georgia,2022-04-05,417,482
GA,Georgia,2022-04-06,504,477
GA,Georgia,2022-04-07,475,412.29
GA,Georgia,2022-04-08,415,403.29
GA,Georgia,2022-04-09,0,403.29
GA,Georgia,2022-04-10,0,403.29
GA,Georgia,2022-04-11,1175,426.57
GA,Georgia,2022-04-12,503,438.86
HI,Hawaii,2020-01-22,0,0
HI,Hawaii,2020-01-23,0,0
HI,Hawaii,2020-01-24,0,0
HI,Hawaii,2020-01-25,0,0
HI,Hawaii,2020-01-26,0,0
HI,Hawaii,2020-01-27,0,0
HI,Hawaii,2020-01-28,0,0
HI,Hawaii,2020-01-29,0,0
HI,Hawaii,2020-01-30,0,0
HI,Hawaii,2020-01-31,0,0
HI,Hawaii,2020-02-01,0,0
HI,Hawaii,2020-02-02,0,0
HI,Hawaii,2020-02-03,0,0
HI,Hawaii,2020-02-04,0,0
HI,Hawaii,2020-02-05,0,0
HI,Hawaii,2020-02-06,0,0
HI,Hawaii,2020-02-07,0,0
HI,Hawaii,2020-02-08,0,0
HI,Hawaii,2020-02-09,0,0
HI,Hawaii,2020-02-10,0,0
HI,Hawaii,2020-02-11,0,0
HI,Hawaii,2020-02-12,0,0
HI,Hawaii,2020-02-13,0,0
HI,Hawaii,2020-02-14,0,0
HI,Hawaii,2020-02-15,0,0
HI,Hawaii,2020-02-16,0,0
HI,Hawaii,2020-02-17,0,0
HI,Hawaii,2020-02-18,0,0
HI,Hawaii,2020-02-19,0,0
HI,Hawaii,2020-02-20,0,0
HI,Hawaii,2020-02-21,0,0
HI,Hawaii,2020-02-22,0,0
HI,Hawaii,2020-02-23,0,0
HI,Hawaii,2020-02-24,0,0
HI,Hawaii,2020-02-25,0,0
HI,Hawaii,2020-02-26,0,0
HI,Hawaii,2020-02-27,0,0
HI,Hawaii,2020-02-28,0,0
HI,Hawaii,2020-02-29,0,0
HI,Hawaii,2020-03-01,0,0
HI,Hawaii,2020-03-02,0,0
HI,Hawaii,2020-03-03,0,0
HI,Hawaii,2020-03-04,0,0
HI,Hawaii,2020-03-05,1,0
HI,Hawaii,2020-03-06,0,0
HI,Hawaii,2020-03-07,0,0
HI,Hawaii,2020-03-08,1,0
HI,Hawaii,2020-03-09,0,0
HI,Hawaii,2020-03-10,0,0
HI,Hawaii,2020-03-11,0,0.29
HI,Hawaii,2020-03-12,0,0.14
HI,Hawaii,2020-03-13,2,0.43
HI,Hawaii,2020-03-14,3,0.86
HI,Hawaii,2020-03-15,3,1.14
HI,Hawaii,2020-03-16,1,1.29
HI,Hawaii,2020-03-17,5,2
HI,Hawaii,2020-03-18,6,2.86
HI,Hawaii,2020-03-19,17,5.29
HI,Hawaii,2020-03-20,10,6.43
HI,Hawaii,2020-03-21,10,7.43
HI,Hawaii,2020-03-22,20,9.86
HI,Hawaii,2020-03-23,14,11.71
HI,Hawaii,2020-03-24,9,12.29
HI,Hawaii,2020-03-25,17,13.86
HI,Hawaii,2020-03-26,17,13.86
HI,Hawaii,2020-03-27,35,17.43
HI,Hawaii,2020-03-28,28,20
HI,Hawaii,2020-03-29,31,21.57
HI,Hawaii,2020-03-30,22,22.71
HI,Hawaii,2020-03-31,31,25.86
HI,Hawaii,2020-04-01,28,27.43
HI,Hawaii,2020-04-02,39,30.57
HI,Hawaii,2020-04-03,23,28.86
HI,Hawaii,2020-04-04,15,27
HI,Hawaii,2020-04-05,18,25.14
HI,Hawaii,2020-04-06,22,25.14
HI,Hawaii,2020-04-07,21,23.71
HI,Hawaii,2020-04-08,9,21
HI,Hawaii,2020-04-09,11,17
HI,Hawaii,2020-04-10,20,16.57
HI,Hawaii,2020-04-11,14,16.43
HI,Hawaii,2020-04-12,4,14.43
HI,Hawaii,2020-04-13,6,12.14
HI,Hawaii,2020-04-14,11,10.71
HI,Hawaii,2020-04-15,11,11
HI,Hawaii,2020-04-16,9,10.71
HI,Hawaii,2020-04-17,20,10.71
HI,Hawaii,2020-04-18,8,9.86
HI,Hawaii,2020-04-19,4,9.86
HI,Hawaii,2020-04-20,2,9.29
HI,Hawaii,2020-04-21,6,8.57
HI,Hawaii,2020-04-22,5,7.71
HI,Hawaii,2020-04-23,3,6.86
HI,Hawaii,2020-04-24,2,4.29
HI,Hawaii,2020-04-25,2,3.43
HI,Hawaii,2020-04-26,1,3
HI,Hawaii,2020-04-27,1,2.86
HI,Hawaii,2020-04-28,4,2.57
HI,Hawaii,2020-04-29,4,2.43
HI,Hawaii,2020-04-30,1,2.14
HI,Hawaii,2020-05-01,0,1.86
HI,Hawaii,2020-05-02,3,2
HI,Hawaii,2020-05-03,1,2
HI,Hawaii,2020-05-04,3,2.29
HI,Hawaii,2020-05-05,1,1.86
HI,Hawaii,2020-05-06,2,1.57
HI,Hawaii,2020-05-07,0,1.43
HI,Hawaii,2020-05-08,2,1.71
HI,Hawaii,2020-05-09,1,1.43
HI,Hawaii,2020-05-10,2,1.57
HI,Hawaii,2020-05-11,1,1.29
HI,Hawaii,2020-05-12,3,1.57
HI,Hawaii,2020-05-13,0,1.29
HI,Hawaii,2020-05-14,0,1.29
HI,Hawaii,2020-05-15,2,1.29
HI,Hawaii,2020-05-16,1,1.29
HI,Hawaii,2020-05-17,0,1
HI,Hawaii,2020-05-18,1,1
HI,Hawaii,2020-05-19,1,0.71
HI,Hawaii,2020-05-20,4,1.29
HI,Hawaii,2020-05-21,0,1.29
HI,Hawaii,2020-05-22,1,1.14
HI,Hawaii,2020-05-23,0,1
HI,Hawaii,2020-05-24,0,1
HI,Hawaii,2020-05-25,0,0.86
HI,Hawaii,2020-05-26,0,0.71
HI,Hawaii,2020-05-27,2,0.43
HI,Hawaii,2020-05-28,3,0.86
HI,Hawaii,2020-05-29,3,1.14
HI,Hawaii,2020-05-30,0,1.14
HI,Hawaii,2020-05-31,0,1.14
HI,Hawaii,2020-06-01,1,1.29
HI,Hawaii,2020-06-02,1,1.43
HI,Hawaii,2020-06-03,1,1.29
HI,Hawaii,2020-06-04,6,1.71
HI,Hawaii,2020-06-05,8,2.43
HI,Hawaii,2020-06-06,1,2.57
HI,Hawaii,2020-06-07,1,2.71
HI,Hawaii,2020-06-08,6,3.43
HI,Hawaii,2020-06-09,4,3.86
HI,Hawaii,2020-06-10,6,4.57
HI,Hawaii,2020-06-11,15,5.86
HI,Hawaii,2020-06-12,17,7.14
HI,Hawaii,2020-06-13,5,7.71
HI,Hawaii,2020-06-14,8,8.71
HI,Hawaii,2020-06-15,3,8.29
HI,Hawaii,2020-06-16,5,8.43
HI,Hawaii,2020-06-17,18,10.14
HI,Hawaii,2020-06-18,26,11.71
HI,Hawaii,2020-06-19,12,11
HI,Hawaii,2020-06-20,10,11.71
HI,Hawaii,2020-06-21,4,11.14
HI,Hawaii,2020-06-22,3,11.14
HI,Hawaii,2020-06-23,13,12.29
HI,Hawaii,2020-06-24,15,11.86
HI,Hawaii,2020-06-25,16,10.43
HI,Hawaii,2020-06-26,6,9.57
HI,Hawaii,2020-06-27,26,11.86
HI,Hawaii,2020-06-28,2,11.57
HI,Hawaii,2020-06-29,18,13.71
HI,Hawaii,2020-06-30,7,12.86
HI,Hawaii,2020-07-01,20,13.57
HI,Hawaii,2020-07-02,28,15.29
HI,Hawaii,2020-07-03,24,17.86
HI,Hawaii,2020-07-04,25,17.71
HI,Hawaii,2020-07-05,7,18.43
HI,Hawaii,2020-07-06,41,21.71
HI,Hawaii,2020-07-07,22,23.86
HI,Hawaii,2020-07-08,34,25.86
HI,Hawaii,2020-07-09,27,25.71
HI,Hawaii,2020-07-10,41,28.14
HI,Hawaii,2020-07-11,20,27.43
HI,Hawaii,2020-07-12,20,29.29
HI,Hawaii,2020-07-13,22,26.57
HI,Hawaii,2020-07-14,28,27.43
HI,Hawaii,2020-07-15,19,25.29
HI,Hawaii,2020-07-16,23,24.71
HI,Hawaii,2020-07-17,19,21.57
HI,Hawaii,2020-07-18,28,22.71
HI,Hawaii,2020-07-19,12,21.57
HI,Hawaii,2020-07-20,24,21.86
HI,Hawaii,2020-07-21,17,20.29
HI,Hawaii,2020-07-22,54,25.29
HI,Hawaii,2020-07-23,58,30.29
HI,Hawaii,2020-07-24,70,37.57
HI,Hawaii,2020-07-25,64,42.71
HI,Hawaii,2020-07-26,28,45
HI,Hawaii,2020-07-27,47,48.29
HI,Hawaii,2020-07-28,110,61.57
HI,Hawaii,2020-07-29,123,71.43
HI,Hawaii,2020-07-30,122,80.57
HI,Hawaii,2020-07-31,87,83
HI,Hawaii,2020-08-01,45,80.29
HI,Hawaii,2020-08-02,207,105.86
HI,Hawaii,2020-08-03,143,119.57
HI,Hawaii,2020-08-04,171,128.29
HI,Hawaii,2020-08-05,149,132
HI,Hawaii,2020-08-06,201,143.29
HI,Hawaii,2020-08-07,229,163.57
HI,Hawaii,2020-08-08,151,178.71
HI,Hawaii,2020-08-09,140,169.14
HI,Hawaii,2020-08-10,120,165.86
HI,Hawaii,2020-08-11,199,169.86
HI,Hawaii,2020-08-12,353,199
HI,Hawaii,2020-08-13,232,203.43
HI,Hawaii,2020-08-14,283,211.14
HI,Hawaii,2020-08-15,219,220.86
HI,Hawaii,2020-08-16,174,225.71
HI,Hawaii,2020-08-17,134,227.71
HI,Hawaii,2020-08-18,261,236.57
HI,Hawaii,2020-08-19,235,219.71
HI,Hawaii,2020-08-20,230,219.43
HI,Hawaii,2020-08-21,280,219
HI,Hawaii,2020-08-22,247,223
HI,Hawaii,2020-08-23,169,222.29
HI,Hawaii,2020-08-24,215,233.86
HI,Hawaii,2020-08-25,275,235.86
HI,Hawaii,2020-08-26,306,246
HI,Hawaii,2020-08-27,263,250.71
HI,Hawaii,2020-08-28,310,255
HI,Hawaii,2020-08-29,200,248.29
HI,Hawaii,2020-08-30,130,242.71
HI,Hawaii,2020-08-31,179,237.57
HI,Hawaii,2020-09-01,339,246.71
HI,Hawaii,2020-09-02,208,232.71
HI,Hawaii,2020-09-03,267,233.29
HI,Hawaii,2020-09-04,219,220.29
HI,Hawaii,2020-09-05,161,214.71
HI,Hawaii,2020-09-06,104,211
HI,Hawaii,2020-09-07,66,194.86
HI,Hawaii,2020-09-08,100,160.71
HI,Hawaii,2020-09-09,167,154.86
HI,Hawaii,2020-09-10,167,140.57
HI,Hawaii,2020-09-11,127,127.43
HI,Hawaii,2020-09-12,114,120.71
HI,Hawaii,2020-09-13,80,117.29
HI,Hawaii,2020-09-14,65,117.14
HI,Hawaii,2020-09-15,98,116.86
HI,Hawaii,2020-09-16,156,115.29
HI,Hawaii,2020-09-17,119,108.43
HI,Hawaii,2020-09-18,112,106.29
HI,Hawaii,2020-09-19,77,101
HI,Hawaii,2020-09-20,55,97.43
HI,Hawaii,2020-09-21,64,97.29
HI,Hawaii,2020-09-22,167,107.14
